Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Decision_Score,Reasons
1,Stable,85,19.0,20.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
824,Stable,78,24.0,30.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
825,Stable,76,23.0,23.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
826,Stable,85,18.0,25.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
827,Stable,83,18.0,32.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
828,Stable,82,22.0,29.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
829,Stable,76,25.0,20.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
830,Stable,78,22.0,38.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
831,Stable,84,21.0,34.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
832,Stable,84,25.0,26.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
833,Stable,78,20.0,20.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
834,Stable,75,21.0,37.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
835,Stable,85,18.0,30.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
836,Stable,85,24.0,29.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
837,Stable,78,21.0,33.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
838,Stable,75,20.0,28.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
839,Stable,75,21.0,36.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
840,Stable,80,25.0,22.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
841,Stable,76,20.0,40.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
842,Stable,76,18.0,33.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
843,Stable,78,22.0,28.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
844,Stable,81,23.0,30.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
845,Stable,79,21.0,22.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
846,Stable,77,19.0,24.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
847,Stable,77,25.0,34.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
848,Stable,81,19.0,37.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
849,Stable,78,25.0,29.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
850,Stable,79,19.0,22.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
851,Stable,85,22.0,39.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
852,Stable,78,23.0,24.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
853,Stable,78,23.0,32.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
854,Stable,75,22.0,28.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
855,Stable,75,24.0,34.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
856,Stable,83,21.0,23.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
857,Stable,76,20.0,23.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
858,Stable,75,21.0,24.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
859,Stable,81,23.0,40.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
860,Stable,84,22.0,22.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
861,Stable,76,21.0,40.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
862,Stable,77,19.0,30.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
863,Stable,75,25.0,21.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
864,Stable,84,24.0,32.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
865,Stable,75,24.0,33.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
866,Stable,80,21.0,25.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
867,Stable,79,25.0,24.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
868,Stable,84,21.0,40.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
869,Stable,82,24.0,37.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
870,Stable,75,19.0,28.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
871,Stable,77,24.0,26.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
872,Stable,78,18.0,32.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
873,Stable,82,25.0,31.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
874,Stable,83,23.0,32.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
875,Stable,77,18.0,30.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
876,Stable,78,18.0,28.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
877,Stable,82,23.0,38.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
878,Stable,77,19.0,27.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
879,Stable,79,18.0,27.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
880,Stable,81,23.0,25.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
881,Stable,78,23.0,31.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
882,Stable,75,23.0,38.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
883,Stable,77,21.0,35.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
884,Stable,79,20.0,35.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
885,Stable,76,18.0,27.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
886,Stable,78,18.0,36.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
887,Stable,75,23.0,39.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
888,Stable,77,23.0,25.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
889,Stable,75,18.0,24.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
890,Stable,77,19.0,36.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
891,Stable,76,23.0,32.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
892,Stable,76,23.0,29.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
893,Stable,77,20.0,33.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
894,Stable,85,23.0,25.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
895,Stable,84,23.0,27.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
896,Stable,77,24.0,29.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
897,Stable,77,20.0,20.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
898,Stable,81,18.0,25.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
899,Stable,80,21.0,40.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
900,Stable,76,25.0,24.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
901,Stable,76,21.0,31.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
902,Stable,77,19.0,40.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
903,Stable,82,18.0,28.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
904,Stable,78,19.0,31.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
905,Stable,76,18.0,21.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
906,Stable,82,24.0,25.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
907,Stable,82,24.0,31.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
908,Stable,81,19.0,35.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
909,Stable,85,21.0,25.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
910,Stable,76,18.0,29.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
911,Stable,80,22.0,23.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
912,Stable,80,20.0,32.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
913,Stable,76,19.0,30.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
914,Stable,84,25.0,20.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
915,Stable,85,20.0,39.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
916,Stable,77,18.0,23.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
917,Stable,78,21.0,33.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
918,Stable,83,22.0,29.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
919,Stable,78,19.0,21.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
920,Stable,84,25.0,24.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
921,Stable,80,18.0,33.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
922,Stable,79,25.0,26.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
923,Stable,75,21.0,25.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
924,Stable,76,25.0,23.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
925,Stable,81,25.0,35.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
926,Stable,76,24.0,25.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
927,Stable,81,23.0,25.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
928,Stable,75,22.0,34.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
929,Stable,79,21.0,28.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
930,Stable,75,20.0,23.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
931,Stable,85,23.0,37.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
932,Stable,84,21.0,37.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
933,Stable,81,24.0,37.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
934,Stable,84,21.0,35.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
935,Stable,76,24.0,21.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
936,Stable,84,20.0,23.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
937,Stable,77,20.0,26.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
938,Stable,77,18.0,33.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
939,Stable,85,24.0,26.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
940,Stable,84,22.0,30.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
941,Stable,76,24.0,37.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
942,Stable,83,23.0,28.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
943,Stable,82,18.0,39.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
944,Stable,83,24.0,23.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
945,Stable,77,20.0,38.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
946,Stable,84,19.0,23.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
947,Stable,76,22.0,37.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
948,Stable,81,22.0,32.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
949,Stable,84,25.0,21.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
950,Stable,79,24.0,24.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
951,Stable,84,24.0,21.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
952,Stable,80,21.0,21.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
953,Stable,79,23.0,20.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
954,Stable,79,22.0,28.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
955,Stable,85,19.0,27.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
956,Stable,79,25.0,30.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
957,Stable,81,19.0,26.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
958,Stable,78,24.0,35.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
959,Stable,80,18.0,36.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
960,Stable,76,22.0,36.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
961,Stable,77,18.0,25.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
962,Stable,78,18.0,27.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
963,Stable,82,18.0,31.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
964,Stable,79,23.0,34.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
965,Stable,81,19.0,20.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
966,Stable,80,25.0,39.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
967,Stable,77,25.0,38.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
968,Stable,80,23.0,25.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
969,Stable,76,22.0,20.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
970,Stable,75,20.0,38.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
971,Stable,78,21.0,26.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
972,Stable,85,24.0,36.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
973,Stable,85,18.0,35.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
974,Stable,85,20.0,39.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
975,Stable,78,22.0,39.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
976,Stable,85,22.0,33.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
