Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Proposed_Decision,Proposed_Status,Proposed_Predicted_Latency_ms
1024,Fluctuating,64.0,62.0,79.0,9.0,CLOUD,CLOUD,prediction_complete,67.64
1025,Fluctuating,79.0,36.0,68.0,1.0,EDGE,EDGE,prediction_complete,67.37
1026,Fluctuating,82.0,43.0,71.0,1.0,EDGE,CLOUD,prediction_complete,67.52
1027,Fluctuating,43.0,44.0,56.0,8.0,CLOUD,CLOUD,prediction_complete,62.96
1028,Fluctuating,64.0,45.0,65.0,5.0,EDGE,CLOUD,prediction_complete,62.73
1029,Fluctuating,70.0,49.0,43.0,1.0,EDGE,EDGE,prediction_complete,63.03
1030,Fluctuating,59.0,83.0,72.0,2.0,CLOUD,CLOUD,prediction_complete,66.21
1031,Fluctuating,82.0,96.0,47.0,10.0,CLOUD,CLOUD,prediction_complete,64.35
1032,Fluctuating,78.0,47.0,56.0,2.0,EDGE,EDGE,prediction_complete,63.87
1033,Fluctuating,72.0,45.0,48.0,2.0,EDGE,EDGE,prediction_complete,62.32
1034,Fluctuating,90.0,43.0,61.0,4.0,EDGE,EDGE,prediction_complete,59.86
1035,Fluctuating,78.0,55.0,79.0,5.0,CLOUD,CLOUD,prediction_complete,60.3
1036,Fluctuating,73.0,55.0,52.0,7.0,CLOUD,CLOUD,prediction_complete,58.28
1037,Fluctuating,58.0,50.0,32.0,9.0,EDGE,CLOUD,prediction_complete,55.04
1038,Fluctuating,71.0,56.0,74.0,8.0,CLOUD,CLOUD,prediction_complete,57.42
1039,Fluctuating,61.0,60.0,30.0,1.0,EDGE,EDGE,prediction_complete,59.07
1040,Fluctuating,82.0,41.0,37.0,10.0,EDGE,CLOUD,prediction_complete,55.43
1041,Fluctuating,82.0,93.0,39.0,2.0,EDGE,EDGE,prediction_complete,58.63
1042,Fluctuating,89.0,95.0,34.0,2.0,EDGE,EDGE,prediction_complete,59.97
1043,Fluctuating,56.0,59.0,59.0,5.0,CLOUD,CLOUD,prediction_complete,60.01
1044,Fluctuating,56.0,89.0,33.0,2.0,EDGE,EDGE,prediction_complete,61.56
1045,Fluctuating,51.0,35.0,48.0,6.0,EDGE,EDGE,prediction_complete,59.25
1046,Fluctuating,83.0,70.0,57.0,2.0,EDGE,EDGE,prediction_complete,61.86
1047,Fluctuating,46.0,35.0,30.0,3.0,EDGE,EDGE,prediction_complete,58.71
1048,Fluctuating,82.0,51.0,51.0,6.0,CLOUD,CLOUD,prediction_complete,57.79
1049,Fluctuating,68.0,64.0,76.0,2.0,CLOUD,CLOUD,prediction_complete,61.31
1050,Fluctuating,63.0,73.0,41.0,2.0,EDGE,EDGE,prediction_complete,62.19
1051,Fluctuating,65.0,81.0,59.0,5.0,CLOUD,CLOUD,prediction_complete,63.31
1052,Fluctuating,64.0,91.0,56.0,3.0,EDGE,EDGE,prediction_complete,66.11
1053,Fluctuating,47.0,46.0,74.0,1.0,EDGE,CLOUD,prediction_complete,67.34
1054,Fluctuating,50.0,43.0,56.0,10.0,CLOUD,CLOUD,prediction_complete,63.78
1055,Fluctuating,70.0,86.0,41.0,10.0,CLOUD,CLOUD,prediction_complete,65.04
1056,Fluctuating,64.0,75.0,69.0,1.0,EDGE,EDGE,prediction_complete,69.78
1057,Fluctuating,83.0,46.0,60.0,8.0,CLOUD,CLOUD,prediction_complete,68.06
1058,Fluctuating,47.0,82.0,58.0,1.0,EDGE,EDGE,prediction_complete,71.41
1059,Fluctuating,44.0,63.0,71.0,6.0,CLOUD,CLOUD,prediction_complete,72.55
1060,Fluctuating,40.0,97.0,79.0,10.0,CLOUD,CLOUD,prediction_complete,82.74
1061,Fluctuating,86.0,58.0,72.0,6.0,CLOUD,CLOUD,prediction_complete,77.68
1062,Fluctuating,73.0,96.0,74.0,10.0,CLOUD,CLOUD,prediction_complete,78.3
1063,Fluctuating,46.0,85.0,72.0,4.0,CLOUD,CLOUD,prediction_complete,84.61
1064,Fluctuating,70.0,74.0,72.0,7.0,CLOUD,CLOUD,prediction_complete,83.18
1065,Fluctuating,49.0,36.0,30.0,3.0,EDGE,EDGE,prediction_complete,77.11
1066,Fluctuating,72.0,90.0,61.0,3.0,EDGE,EDGE,prediction_complete,77.3
1067,Fluctuating,44.0,92.0,50.0,4.0,EDGE,EDGE,prediction_complete,80.88
1068,Fluctuating,61.0,65.0,33.0,9.0,CLOUD,CLOUD,prediction_complete,73.81
1069,Fluctuating,54.0,100.0,71.0,7.0,CLOUD,CLOUD,prediction_complete,78.74
1070,Fluctuating,65.0,60.0,35.0,8.0,CLOUD,CLOUD,prediction_complete,72.49
1071,Fluctuating,68.0,87.0,35.0,8.0,CLOUD,CLOUD,prediction_complete,72.77
1072,Fluctuating,68.0,70.0,37.0,8.0,CLOUD,CLOUD,prediction_complete,71.22
1073,Fluctuating,87.0,32.0,36.0,7.0,EDGE,EDGE,prediction_complete,66.87
1074,Fluctuating,66.0,34.0,65.0,9.0,CLOUD,CLOUD,prediction_complete,64.47
1075,Fluctuating,40.0,41.0,80.0,10.0,CLOUD,CLOUD,prediction_complete,64.92
1076,Fluctuating,79.0,68.0,62.0,9.0,CLOUD,CLOUD,prediction_complete,66.21
1077,Fluctuating,53.0,88.0,51.0,6.0,CLOUD,CLOUD,prediction_complete,67.87
1078,Fluctuating,43.0,58.0,59.0,6.0,CLOUD,CLOUD,prediction_complete,69.21
1079,Fluctuating,75.0,90.0,75.0,6.0,CLOUD,CLOUD,prediction_complete,71.79
1080,Fluctuating,85.0,87.0,37.0,2.0,EDGE,EDGE,prediction_complete,72.37
1081,Fluctuating,88.0,58.0,30.0,6.0,EDGE,EDGE,prediction_complete,68.13
1082,Fluctuating,62.0,67.0,65.0,9.0,CLOUD,CLOUD,prediction_complete,66.91
1083,Fluctuating,63.0,43.0,32.0,3.0,EDGE,EDGE,prediction_complete,65.32
1084,Fluctuating,71.0,47.0,75.0,7.0,CLOUD,CLOUD,prediction_complete,64.71
1085,Fluctuating,46.0,62.0,69.0,4.0,EDGE,EDGE,prediction_complete,65.48
1086,Fluctuating,52.0,45.0,55.0,4.0,EDGE,EDGE,prediction_complete,65.28
1087,Fluctuating,69.0,54.0,75.0,6.0,CLOUD,CLOUD,prediction_complete,65.5
1088,Fluctuating,46.0,83.0,32.0,10.0,CLOUD,CLOUD,prediction_complete,64.5
1089,Fluctuating,47.0,87.0,59.0,10.0,CLOUD,CLOUD,prediction_complete,68.9
1090,Fluctuating,72.0,47.0,61.0,1.0,EDGE,EDGE,prediction_complete,70.61
1091,Fluctuating,73.0,36.0,65.0,7.0,EDGE,CLOUD,prediction_complete,69.88
1092,Fluctuating,77.0,91.0,62.0,3.0,EDGE,EDGE,prediction_complete,71.55
1093,Fluctuating,84.0,52.0,76.0,3.0,CLOUD,CLOUD,prediction_complete,71.54
1094,Fluctuating,46.0,79.0,72.0,10.0,CLOUD,CLOUD,prediction_complete,70.19
1095,Fluctuating,78.0,71.0,62.0,7.0,CLOUD,CLOUD,prediction_complete,69.25
1096,Fluctuating,66.0,61.0,47.0,7.0,EDGE,EDGE,prediction_complete,67.85
1097,Fluctuating,61.0,67.0,58.0,3.0,EDGE,EDGE,prediction_complete,68.91
1098,Fluctuating,48.0,82.0,68.0,9.0,CLOUD,CLOUD,prediction_complete,69.68
1099,Fluctuating,59.0,100.0,50.0,9.0,CLOUD,CLOUD,prediction_complete,71.85
1100,Fluctuating,80.0,57.0,42.0,4.0,EDGE,EDGE,prediction_complete,71.29
1101,Fluctuating,79.0,67.0,73.0,6.0,CLOUD,CLOUD,prediction_complete,71.92
1102,Fluctuating,83.0,46.0,75.0,3.0,EDGE,CLOUD,prediction_complete,71.29
1103,Fluctuating,72.0,99.0,74.0,6.0,CLOUD,CLOUD,prediction_complete,72.4
1104,Fluctuating,85.0,44.0,78.0,6.0,CLOUD,CLOUD,prediction_complete,68.98
1105,Fluctuating,75.0,91.0,67.0,10.0,CLOUD,CLOUD,prediction_complete,68.11
1106,Fluctuating,82.0,83.0,73.0,9.0,CLOUD,CLOUD,prediction_complete,68.78
1107,Fluctuating,58.0,84.0,30.0,9.0,CLOUD,CLOUD,prediction_complete,67.81
1108,Fluctuating,46.0,33.0,54.0,3.0,EDGE,EDGE,prediction_complete,66.65
1109,Fluctuating,43.0,37.0,42.0,5.0,EDGE,EDGE,prediction_complete,65.16
1110,Fluctuating,88.0,50.0,48.0,5.0,EDGE,EDGE,prediction_complete,65.51
1111,Fluctuating,49.0,37.0,74.0,5.0,CLOUD,CLOUD,prediction_complete,65.56
1112,Fluctuating,53.0,99.0,32.0,6.0,EDGE,EDGE,prediction_complete,67.02
1113,Fluctuating,68.0,43.0,69.0,9.0,CLOUD,CLOUD,prediction_complete,65.82
1114,Fluctuating,54.0,79.0,45.0,9.0,CLOUD,CLOUD,prediction_complete,67.13
1115,Fluctuating,90.0,66.0,74.0,1.0,CLOUD,CLOUD,prediction_complete,69.86
1116,Fluctuating,64.0,79.0,56.0,6.0,CLOUD,CLOUD,prediction_complete,69.4
1117,Fluctuating,75.0,36.0,30.0,5.0,EDGE,EDGE,prediction_complete,64.93
1118,Fluctuating,52.0,86.0,44.0,6.0,EDGE,EDGE,prediction_complete,65.36
1119,Fluctuating,88.0,99.0,77.0,10.0,CLOUD,CLOUD,prediction_complete,67.75
1120,Fluctuating,52.0,54.0,48.0,8.0,CLOUD,CLOUD,prediction_complete,67.27
1121,Fluctuating,51.0,39.0,41.0,3.0,EDGE,EDGE,prediction_complete,65.97
1122,Fluctuating,87.0,95.0,37.0,7.0,EDGE,EDGE,prediction_complete,66.5
1123,Fluctuating,42.0,84.0,47.0,9.0,CLOUD,CLOUD,prediction_complete,67.33
1124,Fluctuating,56.0,46.0,40.0,10.0,EDGE,CLOUD,prediction_complete,65.69
1125,Fluctuating,56.0,30.0,51.0,8.0,CLOUD,CLOUD,prediction_complete,65.36
1126,Fluctuating,85.0,49.0,32.0,3.0,EDGE,EDGE,prediction_complete,64.8
1127,Fluctuating,60.0,36.0,79.0,10.0,CLOUD,CLOUD,prediction_complete,64.67
1128,Fluctuating,82.0,68.0,61.0,10.0,CLOUD,CLOUD,prediction_complete,64.35
1129,Fluctuating,75.0,75.0,34.0,6.0,EDGE,EDGE,prediction_complete,63.75
1130,Fluctuating,73.0,58.0,41.0,9.0,CLOUD,CLOUD,prediction_complete,61.58
1131,Fluctuating,44.0,94.0,40.0,7.0,EDGE,EDGE,prediction_complete,63.63
1132,Fluctuating,74.0,98.0,55.0,2.0,EDGE,EDGE,prediction_complete,68.53
1133,Fluctuating,62.0,58.0,43.0,6.0,EDGE,EDGE,prediction_complete,66.15
1134,Fluctuating,61.0,76.0,48.0,4.0,EDGE,EDGE,prediction_complete,66.98
1135,Fluctuating,88.0,97.0,60.0,9.0,CLOUD,CLOUD,prediction_complete,68.25
1136,Fluctuating,88.0,31.0,37.0,6.0,EDGE,EDGE,prediction_complete,65.03
1137,Fluctuating,68.0,60.0,71.0,10.0,CLOUD,CLOUD,prediction_complete,63.74
1138,Fluctuating,79.0,61.0,32.0,6.0,EDGE,EDGE,prediction_complete,62.27
1139,Fluctuating,64.0,44.0,54.0,5.0,EDGE,CLOUD,prediction_complete,61.54
1140,Fluctuating,74.0,66.0,31.0,9.0,CLOUD,CLOUD,prediction_complete,59.97
1141,Fluctuating,89.0,77.0,62.0,9.0,CLOUD,CLOUD,prediction_complete,60.16
1142,Fluctuating,68.0,92.0,32.0,5.0,EDGE,EDGE,prediction_complete,60.85
1143,Fluctuating,81.0,54.0,50.0,9.0,CLOUD,CLOUD,prediction_complete,59.44
1144,Fluctuating,45.0,42.0,40.0,9.0,EDGE,CLOUD,prediction_complete,56.71
1145,Fluctuating,74.0,30.0,70.0,2.0,EDGE,EDGE,prediction_complete,59.37
1146,Fluctuating,53.0,57.0,73.0,7.0,CLOUD,CLOUD,prediction_complete,62.23
1147,Fluctuating,46.0,56.0,64.0,7.0,CLOUD,CLOUD,prediction_complete,63.1
1148,Fluctuating,81.0,39.0,77.0,3.0,EDGE,CLOUD,prediction_complete,65.86
1149,Fluctuating,41.0,88.0,75.0,6.0,CLOUD,CLOUD,prediction_complete,69.09
1150,Fluctuating,42.0,41.0,34.0,1.0,EDGE,EDGE,prediction_complete,68.54
1151,Fluctuating,51.0,62.0,65.0,2.0,EDGE,EDGE,prediction_complete,71.04
1152,Fluctuating,76.0,59.0,46.0,7.0,EDGE,EDGE,prediction_complete,68.16
1153,Fluctuating,64.0,87.0,70.0,7.0,CLOUD,CLOUD,prediction_complete,70.22
1154,Fluctuating,67.0,70.0,31.0,7.0,EDGE,EDGE,prediction_complete,68.38
1155,Fluctuating,83.0,45.0,64.0,1.0,EDGE,EDGE,prediction_complete,69.26
1156,Fluctuating,81.0,38.0,78.0,10.0,CLOUD,CLOUD,prediction_complete,65.48
1157,Fluctuating,42.0,39.0,52.0,9.0,CLOUD,CLOUD,prediction_complete,62.66
1158,Fluctuating,46.0,67.0,80.0,5.0,CLOUD,CLOUD,prediction_complete,67.28
1159,Fluctuating,78.0,41.0,48.0,8.0,EDGE,CLOUD,prediction_complete,64.49
1160,Fluctuating,64.0,80.0,72.0,1.0,CLOUD,CLOUD,prediction_complete,68.99
1161,Fluctuating,70.0,50.0,64.0,4.0,EDGE,EDGE,prediction_complete,67.87
1162,Fluctuating,48.0,80.0,80.0,9.0,CLOUD,CLOUD,prediction_complete,69.36
1163,Fluctuating,58.0,48.0,49.0,6.0,EDGE,EDGE,prediction_complete,67.53
1164,Fluctuating,40.0,100.0,65.0,3.0,EDGE,EDGE,prediction_complete,74.53
1165,Fluctuating,47.0,35.0,30.0,10.0,EDGE,CLOUD,prediction_complete,71.14
1166,Fluctuating,78.0,80.0,64.0,9.0,CLOUD,CLOUD,prediction_complete,72.46
1167,Fluctuating,45.0,69.0,43.0,6.0,EDGE,EDGE,prediction_complete,73.98
1168,Fluctuating,53.0,82.0,71.0,9.0,CLOUD,CLOUD,prediction_complete,78.61
1169,Fluctuating,49.0,50.0,41.0,4.0,EDGE,EDGE,prediction_complete,79.01
1170,Fluctuating,79.0,62.0,42.0,2.0,EDGE,EDGE,prediction_complete,74.44
1171,Fluctuating,51.0,36.0,78.0,9.0,CLOUD,CLOUD,prediction_complete,73.02
1172,Fluctuating,69.0,100.0,34.0,5.0,EDGE,EDGE,prediction_complete,71.4
1173,Fluctuating,82.0,38.0,46.0,2.0,EDGE,EDGE,prediction_complete,69.31
1174,Fluctuating,52.0,92.0,51.0,6.0,CLOUD,CLOUD,prediction_complete,68.19
1175,Fluctuating,48.0,60.0,36.0,5.0,EDGE,EDGE,prediction_complete,66.64
1176,Fluctuating,79.0,38.0,42.0,6.0,EDGE,EDGE,prediction_complete,64.03
1177,Fluctuating,71.0,87.0,51.0,10.0,CLOUD,CLOUD,prediction_complete,64.18
1178,Fluctuating,82.0,69.0,74.0,10.0,CLOUD,CLOUD,prediction_complete,64.49
1179,Fluctuating,49.0,76.0,50.0,7.0,EDGE,EDGE,prediction_complete,65.92
1180,Fluctuating,50.0,30.0,50.0,4.0,EDGE,EDGE,prediction_complete,65.9
1181,Fluctuating,90.0,58.0,75.0,7.0,CLOUD,CLOUD,prediction_complete,66.41
1182,Fluctuating,57.0,76.0,38.0,6.0,EDGE,EDGE,prediction_complete,66.12
1183,Fluctuating,70.0,89.0,58.0,6.0,CLOUD,CLOUD,prediction_complete,68.73
1184,Fluctuating,89.0,69.0,61.0,9.0,CLOUD,CLOUD,prediction_complete,67.36
1185,Fluctuating,46.0,52.0,71.0,10.0,CLOUD,CLOUD,prediction_complete,66.71
1186,Fluctuating,45.0,65.0,38.0,9.0,CLOUD,CLOUD,prediction_complete,67.79
1187,Fluctuating,52.0,63.0,76.0,2.0,CLOUD,CLOUD,prediction_complete,72.14
1188,Fluctuating,86.0,39.0,31.0,9.0,EDGE,CLOUD,prediction_complete,67.95
1189,Fluctuating,80.0,33.0,67.0,10.0,CLOUD,CLOUD,prediction_complete,65.3
1190,Fluctuating,65.0,57.0,32.0,9.0,CLOUD,CLOUD,prediction_complete,63.43
1191,Fluctuating,56.0,99.0,64.0,8.0,CLOUD,CLOUD,prediction_complete,67.51
1192,Fluctuating,81.0,49.0,53.0,7.0,EDGE,CLOUD,prediction_complete,66.65
1193,Fluctuating,54.0,67.0,38.0,8.0,CLOUD,CLOUD,prediction_complete,65.43
1194,Fluctuating,72.0,95.0,35.0,7.0,EDGE,EDGE,prediction_complete,67.2
1195,Fluctuating,63.0,94.0,30.0,4.0,EDGE,EDGE,prediction_complete,67.68
1196,Fluctuating,79.0,51.0,78.0,9.0,CLOUD,CLOUD,prediction_complete,67.03
1197,Fluctuating,48.0,87.0,40.0,3.0,EDGE,EDGE,prediction_complete,67.62
1198,Fluctuating,76.0,48.0,77.0,8.0,CLOUD,CLOUD,prediction_complete,68.36
1199,Fluctuating,62.0,35.0,44.0,8.0,EDGE,CLOUD,prediction_complete,65.5
1200,Fluctuating,54.0,38.0,46.0,6.0,EDGE,EDGE,prediction_complete,64.23
1201,Fluctuating,54.0,35.0,72.0,4.0,EDGE,CLOUD,prediction_complete,64.41
1202,Fluctuating,73.0,76.0,54.0,8.0,CLOUD,CLOUD,prediction_complete,65.39
1203,Fluctuating,69.0,35.0,32.0,6.0,EDGE,EDGE,prediction_complete,62.37
1204,Fluctuating,46.0,96.0,70.0,5.0,CLOUD,CLOUD,prediction_complete,66.78
1205,Fluctuating,87.0,63.0,67.0,9.0,CLOUD,CLOUD,prediction_complete,66.83
1206,Fluctuating,76.0,52.0,54.0,7.0,CLOUD,CLOUD,prediction_complete,65.74
1207,Fluctuating,63.0,39.0,63.0,5.0,EDGE,CLOUD,prediction_complete,64.4
1208,Fluctuating,64.0,58.0,63.0,7.0,CLOUD,CLOUD,prediction_complete,64.46
1209,Fluctuating,62.0,74.0,61.0,8.0,CLOUD,CLOUD,prediction_complete,65.87
1210,Fluctuating,78.0,30.0,62.0,3.0,EDGE,EDGE,prediction_complete,65.31
1211,Fluctuating,68.0,51.0,44.0,2.0,EDGE,EDGE,prediction_complete,64.04
1212,Fluctuating,72.0,65.0,43.0,3.0,EDGE,EDGE,prediction_complete,62.82
1213,Fluctuating,51.0,50.0,53.0,10.0,CLOUD,CLOUD,prediction_complete,60.77
1214,Fluctuating,85.0,45.0,72.0,4.0,EDGE,CLOUD,prediction_complete,60.67
1215,Fluctuating,66.0,72.0,76.0,2.0,CLOUD,CLOUD,prediction_complete,64.18
1216,Fluctuating,70.0,91.0,60.0,4.0,EDGE,EDGE,prediction_complete,65.89
1217,Fluctuating,77.0,50.0,71.0,7.0,CLOUD,CLOUD,prediction_complete,64.35
1218,Fluctuating,41.0,61.0,32.0,3.0,EDGE,EDGE,prediction_complete,63.09
1219,Fluctuating,76.0,50.0,38.0,9.0,EDGE,CLOUD,prediction_complete,60.66
1220,Fluctuating,42.0,48.0,33.0,3.0,EDGE,EDGE,prediction_complete,61.22
1221,Fluctuating,56.0,53.0,63.0,7.0,CLOUD,CLOUD,prediction_complete,62.96
1222,Fluctuating,78.0,32.0,76.0,5.0,CLOUD,CLOUD,prediction_complete,64.03
1223,Fluctuating,45.0,57.0,58.0,10.0,CLOUD,CLOUD,prediction_complete,63.4
1224,Fluctuating,70.0,91.0,40.0,4.0,EDGE,EDGE,prediction_complete,66.82
1225,Fluctuating,66.0,48.0,80.0,10.0,CLOUD,CLOUD,prediction_complete,66.71
1226,Fluctuating,89.0,53.0,69.0,9.0,CLOUD,CLOUD,prediction_complete,66.35
1227,Fluctuating,56.0,51.0,76.0,6.0,CLOUD,CLOUD,prediction_complete,67.37
1228,Fluctuating,69.0,38.0,44.0,7.0,EDGE,EDGE,prediction_complete,64.88
1229,Fluctuating,64.0,46.0,36.0,1.0,EDGE,EDGE,prediction_complete,64.59
1230,Fluctuating,52.0,96.0,62.0,7.0,CLOUD,CLOUD,prediction_complete,66.67
1231,Fluctuating,49.0,42.0,41.0,8.0,EDGE,CLOUD,prediction_complete,64.38
1232,Fluctuating,79.0,34.0,80.0,9.0,CLOUD,CLOUD,prediction_complete,64.79
1233,Fluctuating,72.0,45.0,35.0,8.0,EDGE,CLOUD,prediction_complete,62.25
1234,Fluctuating,82.0,46.0,68.0,9.0,CLOUD,CLOUD,prediction_complete,62.17
1235,Fluctuating,40.0,85.0,63.0,7.0,CLOUD,CLOUD,prediction_complete,65.06
1236,Fluctuating,63.0,35.0,74.0,9.0,CLOUD,CLOUD,prediction_complete,65.75
1237,Fluctuating,67.0,59.0,60.0,7.0,CLOUD,CLOUD,prediction_complete,66.5
1238,Fluctuating,62.0,42.0,57.0,3.0,EDGE,EDGE,prediction_complete,67.37
1239,Fluctuating,56.0,91.0,79.0,4.0,CLOUD,CLOUD,prediction_complete,71.96
1240,Fluctuating,45.0,66.0,68.0,9.0,CLOUD,CLOUD,prediction_complete,71.12
1241,Fluctuating,66.0,62.0,42.0,1.0,EDGE,EDGE,prediction_complete,71.39
1242,Fluctuating,85.0,30.0,66.0,9.0,CLOUD,CLOUD,prediction_complete,68.0
1243,Fluctuating,47.0,96.0,30.0,7.0,EDGE,EDGE,prediction_complete,68.74
1244,Fluctuating,81.0,56.0,74.0,6.0,CLOUD,CLOUD,prediction_complete,69.58
1245,Fluctuating,66.0,76.0,36.0,3.0,EDGE,EDGE,prediction_complete,68.24
1246,Fluctuating,67.0,62.0,46.0,9.0,CLOUD,CLOUD,prediction_complete,66.31
1247,Fluctuating,67.0,76.0,69.0,5.0,CLOUD,CLOUD,prediction_complete,68.11
1248,Fluctuating,83.0,80.0,78.0,4.0,CLOUD,CLOUD,prediction_complete,70.51
1249,Fluctuating,66.0,100.0,80.0,9.0,CLOUD,CLOUD,prediction_complete,70.94
1250,Fluctuating,70.0,52.0,53.0,9.0,CLOUD,CLOUD,prediction_complete,67.9
1251,Fluctuating,75.0,91.0,46.0,5.0,EDGE,EDGE,prediction_complete,69.47
1252,Fluctuating,76.0,74.0,79.0,7.0,CLOUD,CLOUD,prediction_complete,70.99
1253,Fluctuating,87.0,47.0,72.0,2.0,EDGE,CLOUD,prediction_complete,70.12
1254,Fluctuating,87.0,59.0,58.0,3.0,EDGE,EDGE,prediction_complete,68.36
1255,Fluctuating,46.0,57.0,62.0,7.0,CLOUD,CLOUD,prediction_complete,65.9
1256,Fluctuating,90.0,73.0,65.0,10.0,CLOUD,CLOUD,prediction_complete,64.99
1257,Fluctuating,84.0,36.0,40.0,7.0,EDGE,EDGE,prediction_complete,61.38
1258,Fluctuating,80.0,30.0,35.0,3.0,EDGE,EDGE,prediction_complete,58.27
1259,Fluctuating,70.0,85.0,35.0,2.0,EDGE,EDGE,prediction_complete,57.43
1260,Fluctuating,56.0,58.0,53.0,2.0,EDGE,EDGE,prediction_complete,58.0
1261,Fluctuating,78.0,34.0,76.0,7.0,CLOUD,CLOUD,prediction_complete,56.87
1262,Fluctuating,65.0,96.0,48.0,10.0,CLOUD,CLOUD,prediction_complete,57.75
1263,Fluctuating,43.0,52.0,70.0,8.0,CLOUD,CLOUD,prediction_complete,60.26
1264,Fluctuating,68.0,31.0,42.0,9.0,EDGE,CLOUD,prediction_complete,59.68
1265,Fluctuating,58.0,54.0,32.0,10.0,CLOUD,CLOUD,prediction_complete,58.55
1266,Fluctuating,72.0,96.0,74.0,4.0,CLOUD,CLOUD,prediction_complete,66.17
1267,Fluctuating,79.0,51.0,73.0,1.0,CLOUD,CLOUD,prediction_complete,69.17
1268,Fluctuating,63.0,60.0,71.0,1.0,CLOUD,CLOUD,prediction_complete,71.36
1269,Fluctuating,50.0,41.0,47.0,7.0,EDGE,EDGE,prediction_complete,66.92
1270,Fluctuating,62.0,80.0,55.0,10.0,CLOUD,CLOUD,prediction_complete,66.12
1271,Fluctuating,52.0,96.0,30.0,2.0,EDGE,EDGE,prediction_complete,68.7
1272,Fluctuating,45.0,100.0,48.0,9.0,CLOUD,CLOUD,prediction_complete,71.36
1273,Fluctuating,77.0,74.0,52.0,5.0,CLOUD,CLOUD,prediction_complete,70.94
1274,Fluctuating,54.0,54.0,59.0,7.0,CLOUD,CLOUD,prediction_complete,71.26
1275,Fluctuating,76.0,30.0,46.0,3.0,EDGE,EDGE,prediction_complete,69.08
1276,Fluctuating,66.0,94.0,36.0,9.0,CLOUD,CLOUD,prediction_complete,68.42
1277,Fluctuating,44.0,94.0,48.0,6.0,EDGE,EDGE,prediction_complete,70.86
1278,Fluctuating,47.0,95.0,46.0,9.0,CLOUD,CLOUD,prediction_complete,74.37
1279,Fluctuating,90.0,62.0,74.0,8.0,CLOUD,CLOUD,prediction_complete,72.88
1280,Fluctuating,64.0,91.0,79.0,4.0,CLOUD,CLOUD,prediction_complete,76.27
1281,Fluctuating,88.0,73.0,79.0,8.0,CLOUD,CLOUD,prediction_complete,74.89
1282,Fluctuating,83.0,88.0,67.0,1.0,EDGE,EDGE,prediction_complete,75.32
1283,Fluctuating,70.0,44.0,46.0,2.0,EDGE,EDGE,prediction_complete,71.74
1284,Fluctuating,64.0,58.0,73.0,4.0,CLOUD,CLOUD,prediction_complete,69.84
1285,Fluctuating,60.0,82.0,52.0,9.0,CLOUD,CLOUD,prediction_complete,68.23
1286,Fluctuating,74.0,31.0,74.0,5.0,CLOUD,CLOUD,prediction_complete,66.69
1287,Fluctuating,55.0,66.0,35.0,7.0,EDGE,EDGE,prediction_complete,64.05
1288,Fluctuating,83.0,73.0,34.0,9.0,CLOUD,CLOUD,prediction_complete,62.7
1289,Fluctuating,51.0,90.0,50.0,6.0,EDGE,EDGE,prediction_complete,65.78
1290,Fluctuating,53.0,64.0,41.0,4.0,EDGE,EDGE,prediction_complete,66.06
1291,Fluctuating,71.0,55.0,45.0,4.0,EDGE,EDGE,prediction_complete,66.05
1292,Fluctuating,56.0,56.0,44.0,4.0,EDGE,EDGE,prediction_complete,65.46
1293,Fluctuating,55.0,75.0,39.0,2.0,EDGE,EDGE,prediction_complete,66.97
1294,Fluctuating,47.0,40.0,73.0,8.0,CLOUD,CLOUD,prediction_complete,65.88
1295,Fluctuating,79.0,30.0,78.0,9.0,CLOUD,CLOUD,prediction_complete,64.27
1296,Fluctuating,42.0,91.0,53.0,10.0,CLOUD,CLOUD,prediction_complete,66.78
1297,Fluctuating,60.0,93.0,66.0,5.0,CLOUD,CLOUD,prediction_complete,71.78
1298,Fluctuating,71.0,53.0,78.0,9.0,CLOUD,CLOUD,prediction_complete,72.65
1299,Fluctuating,57.0,80.0,44.0,10.0,CLOUD,CLOUD,prediction_complete,72.65
1300,Fluctuating,48.0,36.0,63.0,7.0,EDGE,CLOUD,prediction_complete,72.95
1301,Fluctuating,70.0,99.0,32.0,9.0,CLOUD,CLOUD,prediction_complete,74.21
1302,Fluctuating,62.0,80.0,73.0,3.0,CLOUD,CLOUD,prediction_complete,77.78
1303,Fluctuating,69.0,45.0,74.0,9.0,CLOUD,CLOUD,prediction_complete,75.17
1304,Fluctuating,69.0,70.0,74.0,1.0,CLOUD,CLOUD,prediction_complete,76.43
1305,Fluctuating,40.0,56.0,54.0,10.0,CLOUD,CLOUD,prediction_complete,74.59
1306,Fluctuating,46.0,71.0,53.0,10.0,CLOUD,CLOUD,prediction_complete,74.53
1307,Fluctuating,56.0,53.0,65.0,5.0,CLOUD,CLOUD,prediction_complete,75.18
1308,Fluctuating,55.0,64.0,60.0,10.0,CLOUD,CLOUD,prediction_complete,76.27
1309,Fluctuating,61.0,76.0,41.0,8.0,CLOUD,CLOUD,prediction_complete,74.89
1310,Fluctuating,67.0,56.0,56.0,6.0,CLOUD,CLOUD,prediction_complete,73.7
1311,Fluctuating,63.0,81.0,47.0,8.0,CLOUD,CLOUD,prediction_complete,73.91
